impresion,codigo_cita,fecha_recepcion,numero_semana,proveedor,documento,remesa,orden_compra,cantidad,sku,texto_breve,um,umb,fecha_fabricacion,fecha_vencimiento,lote_proveedor,lote_almacen
3526-01,3526,2026-04-17,07,CANPACK COLOMBIA S.A.S,1*********,1*********,1*********,140040.0,420004,LATA AUSTEN 330ML,UN,7780,2026-04-17,2027-02-17,2596******,2596******46435
