IMPRESION,SERIAL,FECHA_RECEPCION,NUMERO_SEMANA,PROVEEDOR,DOCUMENTO,REMESA,ORDEN_COMPRA,CANTIDAD,SKU,TEXTO_BREVE,UM,UMB,FF,FV,LOTE_PROV,LOTE_ALM
13003-01,13003,2026-03-10,09,SINEA ZONA FRANCA S.A.S.,1021262555,VIGIA*****,4501452356,875000.0,407620,TAPA AZUL PLASTICA PONY MALTA GO,UN,125000,2026-03-01,2027-03-01,10032026**,10032026**46447
